Churn_ID,Client_ID,Date_Resiliation,Raisons_Resiliation,Score_Churn
1048,4834,2024-11-27,Mauvaise couverture réseau,81
1049,3145,2024-04-01,Autre,71
1050,334,2024-06-28,Problème de service client,97
1051,732,2024-05-14,Facturation incorrecte,85
1052,1021,2024-10-13,Autre,61
1053,2846,2024-03-18,Autre,87
1054,3131,2024-05-29,Mauvaise couverture réseau,83
1055,741,2024-08-15,Problème de service client,61
1056,2812,2024-04-07,Problème de service client,69
1057,1849,2024-07-29,Problème de service client,73
1058,1772,2024-10-29,Mauvaise couverture réseau,86
1059,1277,2024-05-31,Mauvaise couverture réseau,68
1060,4526,2024-09-22,Mauvaise couverture réseau,80
1061,2648,2024-04-21,Problème de service client,63
1062,4388,2024-03-20,Autre,96
1063,4338,2024-10-09,Mauvaise couverture réseau,77
1064,99,2024-12-05,Autre,62
1065,3355,2024-04-15,Problème de service client,70
1066,1787,2024-11-09,Mauvaise couverture réseau,91
1067,2825,2024-07-02,Facturation incorrecte,98
1068,3408,2024-03-07,Autre,87
1069,4894,2024-12-17,Autre,81
1070,727,2024-11-23,Facturation incorrecte,90
1071,4276,2024-07-26,Facturation incorrecte,68
1072,2605,2024-01-29,Mauvaise couverture réseau,99
1073,1667,2024-03-18,Facturation incorrecte,93
1074,1357,2024-07-18,Mauvaise couverture réseau,100
1075,1473,2024-02-06,Mauvaise couverture réseau,95
1076,4141,2024-08-27,Mauvaise couverture réseau,98
1077,3823,2024-11-10,Facturation incorrecte,79
1078,214,2024-03-15,Autre,94
1079,4020,2024-01-02,Autre,65
1080,3237,2024-05-26,Facturation incorrecte,81
1081,4289,2024-07-12,Facturation incorrecte,68
1082,359,2024-09-13,Facturation incorrecte,100
1083,3104,2024-07-01,Mauvaise couverture réseau,96
1084,1884,2024-03-20,Mauvaise couverture réseau,74
1085,800,2024-04-07,Problème de service client,83
1086,1570,2024-01-21,Problème de service client,85
1087,4972,2024-08-19,Mauvaise couverture réseau,88
1088,324,2024-07-09,Mauvaise couverture réseau,70
1089,4029,2024-08-12,Mauvaise couverture réseau,97
1090,896,2024-10-19,Mauvaise couverture réseau,60
1091,226,2024-03-28,Mauvaise couverture réseau,82
1092,1782,2024-05-06,Autre,66
1093,1255,2024-11-12,Facturation incorrecte,92
1094,2458,2024-02-12,Facturation incorrecte,82
1095,1494,2024-01-13,Autre,85
1096,4873,2024-10-30,Mauvaise couverture réseau,61
1097,3531,2024-07-27,Problème de service client,60
1098,4896,2024-09-24,Facturation incorrecte,79
1099,4770,2024-01-09,Mauvaise couverture réseau,100
1100,4984,2024-06-21,Facturation incorrecte,61
1101,2062,2024-01-26,Mauvaise couverture réseau,80
1102,4655,2024-04-26,Autre,62
1103,3272,2024-07-19,Facturation incorrecte,93
1104,3997,2024-09-16,Autre,76
1105,2986,2024-09-28,Mauvaise couverture réseau,80
1106,4915,2024-06-16,Mauvaise couverture réseau,69
1107,831,2024-05-16,Mauvaise couverture réseau,93
1108,2819,2024-11-01,Problème de service client,85
1109,4640,2024-10-06,Problème de service client,98
1110,1181,2024-04-26,Mauvaise couverture réseau,89
1111,291,2024-08-04,Mauvaise couverture réseau,88
1112,409,2024-10-28,Problème de service client,83
1113,1261,2024-04-20,Facturation incorrecte,79
1114,4971,2024-03-17,Problème de service client,79
1115,1514,2024-02-02,Autre,79
1116,355,2024-10-18,Facturation incorrecte,96
1117,1922,2024-09-02,Autre,67
1118,2374,2024-09-29,Autre,63
1119,573,2024-05-28,Mauvaise couverture réseau,90
1120,4000,2024-08-30,Mauvaise couverture réseau,85
1121,2364,2024-08-01,Facturation incorrecte,100
1122,3188,2024-11-22,Facturation incorrecte,96
1123,133,2024-06-27,Mauvaise couverture réseau,65
1124,1224,2024-09-08,Mauvaise couverture réseau,69
1125,2554,2024-12-09,Facturation incorrecte,62
1126,1967,2024-11-06,Autre,67
1127,2523,2024-01-25,Autre,70
1128,3618,2024-01-17,Mauvaise couverture réseau,80
1129,2842,2024-10-30,Problème de service client,75
1130,3931,2024-09-16,Autre,80
1131,4005,2024-10-23,Mauvaise couverture réseau,76
1132,2018,2024-08-30,Facturation incorrecte,93
1133,4610,2024-08-28,Autre,63
1134,4725,2024-08-04,Facturation incorrecte,68
1135,4755,2024-07-16,Autre,86
1136,4785,2024-02-16,Mauvaise couverture réseau,70
1137,436,2024-06-15,Facturation incorrecte,68
1138,4207,2024-11-07,Problème de service client,92
1139,1306,2024-10-01,Mauvaise couverture réseau,89
1140,2290,2024-08-06,Mauvaise couverture réseau,98
1141,4329,2024-07-20,Autre,87
1142,27,2024-04-30,Problème de service client,93
1143,3461,2024-01-29,Problème de service client,61
1144,502,2024-07-20,Facturation incorrecte,60
1145,1472,2024-06-21,Facturation incorrecte,66
1146,732,2024-05-29,Problème de service client,87
1147,3973,2024-09-25,Autre,92
1148,3149,2024-10-21,Facturation incorrecte,98
1149,1023,2024-04-13,Problème de service client,76
1150,1813,2024-12-08,Facturation incorrecte,69
1151,183,2024-09-03,Autre,67
1152,518,2024-07-07,Problème de service client,88
1153,3662,2024-06-27,Autre,89
1154,520,2024-03-07,Problème de service client,71
1155,3553,2024-08-26,Problème de service client,88
1156,3662,2024-09-13,Facturation incorrecte,97
1157,2000,2024-08-30,Facturation incorrecte,93
1158,1585,2024-10-09,Mauvaise couverture réseau,80
1159,204,2024-11-23,Mauvaise couverture réseau,70
1160,2358,2024-08-05,Mauvaise couverture réseau,93
1161,3237,2024-05-20,Autre,76
1162,2846,2024-10-18,Autre,86
1163,2712,2024-08-01,Autre,77
1164,4065,2024-11-21,Mauvaise couverture réseau,63
1165,1405,2024-08-23,Autre,79
1166,632,2024-09-04,Facturation incorrecte,88
1167,171,2024-11-08,Mauvaise couverture réseau,62
1168,1228,2024-06-09,Facturation incorrecte,73
1169,2716,2024-03-31,Autre,93
1170,4778,2024-03-11,Facturation incorrecte,75
1171,3922,2024-10-05,Mauvaise couverture réseau,75
1172,562,2024-03-05,Facturation incorrecte,66
1173,200,2024-10-01,Facturation incorrecte,94
1174,3344,2024-05-04,Autre,93
1175,4197,2024-02-11,Problème de service client,69
1176,3739,2024-10-19,Mauvaise couverture réseau,76
1177,570,2024-08-02,Problème de service client,76
1178,3836,2024-03-17,Autre,74
1179,1316,2024-01-18,Problème de service client,61
1180,1932,2024-11-18,Problème de service client,67
1181,558,2024-02-06,Problème de service client,98
1182,3099,2024-08-23,Mauvaise couverture réseau,79
1183,545,2024-04-03,Autre,72
1184,3976,2024-10-02,Mauvaise couverture réseau,60
1185,4786,2024-05-24,Problème de service client,79
1186,765,2024-09-01,Mauvaise couverture réseau,80
1187,1708,2024-09-18,Problème de service client,91
1188,2999,2024-10-31,Autre,69
1189,2390,2024-08-26,Mauvaise couverture réseau,60
1190,2671,2024-02-23,Facturation incorrecte,91
1191,2859,2024-05-31,Mauvaise couverture réseau,84
1192,675,2024-01-01,Mauvaise couverture réseau,91
1193,4368,2024-09-04,Problème de service client,74
1194,1304,2024-06-04,Mauvaise couverture réseau,62
1195,475,2024-03-08,Autre,71
1196,4011,2024-08-21,Mauvaise couverture réseau,60
1197,809,2024-12-06,Autre,86
1198,4468,2024-07-15,Autre,97
1199,3342,2024-12-17,Mauvaise couverture réseau,98
1200,3105,2024-07-02,Facturation incorrecte,93
1201,782,2024-10-21,Autre,70
1202,3450,2024-10-10,Autre,61
1203,3437,2024-03-29,Problème de service client,98
1204,7,2024-10-12,Problème de service client,69
1205,4976,2024-08-28,Mauvaise couverture réseau,85
1206,1180,2024-04-14,Autre,100
1207,2713,2024-11-18,Problème de service client,71
1208,4356,2024-01-20,Mauvaise couverture réseau,80
1209,1836,2024-01-28,Problème de service client,85
1210,523,2024-09-01,Autre,60
1211,301,2024-10-16,Problème de service client,72
1212,2554,2024-04-21,Mauvaise couverture réseau,100
1213,1926,2024-03-14,Mauvaise couverture réseau,82
1214,1135,2024-10-29,Problème de service client,60
1215,1284,2024-11-20,Mauvaise couverture réseau,74
1216,1875,2024-09-06,Mauvaise couverture réseau,94
1217,3245,2024-08-16,Mauvaise couverture réseau,78
1218,1248,2024-05-08,Facturation incorrecte,85
1219,669,2024-11-08,Facturation incorrecte,77
1220,2957,2024-06-09,Mauvaise couverture réseau,73
1221,4728,2024-10-11,Problème de service client,94
1222,4528,2024-05-07,Problème de service client,79
1223,4516,2024-11-02,Problème de service client,80
1224,3244,2024-12-17,Facturation incorrecte,63
1225,4400,2024-03-07,Facturation incorrecte,92
1226,170,2024-08-14,Autre,97
1227,2496,2024-01-24,Problème de service client,87
1228,3157,2024-01-15,Autre,64
1229,14,2024-01-03,Autre,86
1230,3526,2024-09-20,Problème de service client,65
1231,2005,2024-01-07,Problème de service client,77
1232,1184,2024-10-24,Problème de service client,99
1233,2402,2024-12-06,Problème de service client,96
1234,4110,2024-08-05,Facturation incorrecte,94
1235,889,2024-06-26,Problème de service client,75
1236,2547,2024-02-26,Problème de service client,81
1237,3385,2024-05-12,Problème de service client,83
1238,2756,2024-06-06,Facturation incorrecte,94
1239,3719,2024-08-28,Facturation incorrecte,98
1240,2860,2024-04-15,Mauvaise couverture réseau,82
1241,1123,2024-03-25,Problème de service client,94
1242,4587,2024-01-15,Problème de service client,94
1243,3312,2024-07-08,Mauvaise couverture réseau,62
1244,3253,2024-02-01,Mauvaise couverture réseau,71
1245,1258,2024-11-26,Mauvaise couverture réseau,66
1246,3899,2024-03-04,Problème de service client,71
1247,4502,2024-05-03,Mauvaise couverture réseau,70
1248,720,2024-02-10,Mauvaise couverture réseau,80
1249,4623,2024-09-16,Facturation incorrecte,89
1250,2642,2024-04-30,Mauvaise couverture réseau,85
1251,1511,2024-01-23,Mauvaise couverture réseau,60
1252,1125,2024-04-12,Mauvaise couverture réseau,81
1253,2961,2024-02-20,Mauvaise couverture réseau,91
1254,3208,2024-02-28,Facturation incorrecte,94
1255,3887,2024-10-03,Mauvaise couverture réseau,62
1256,4830,2024-03-18,Facturation incorrecte,92
1257,2145,2024-10-04,Mauvaise couverture réseau,84
1258,4714,2024-05-30,Facturation incorrecte,67
1259,1094,2024-09-07,Problème de service client,72
1260,3509,2024-08-20,Facturation incorrecte,74
1261,636,2024-08-15,Facturation incorrecte,97
1262,1419,2024-01-28,Problème de service client,90
1263,186,2024-09-28,Facturation incorrecte,75
1264,4085,2024-02-26,Problème de service client,82
1265,316,2024-05-08,Facturation incorrecte,91
1266,4755,2024-03-25,Facturation incorrecte,75
1267,4759,2024-08-27,Facturation incorrecte,98
1268,1110,2024-06-01,Autre,72
1269,1006,2024-07-27,Facturation incorrecte,90
1270,2341,2024-04-02,Facturation incorrecte,93
1271,2398,2024-07-07,Autre,77
1272,4502,2024-04-26,Facturation incorrecte,75
1273,675,2024-06-02,Autre,99
1274,4259,2024-01-27,Autre,96
1275,3030,2024-05-13,Facturation incorrecte,99
1276,2362,2024-01-29,Facturation incorrecte,98
1277,3170,2024-09-14,Facturation incorrecte,89
1278,3773,2024-12-03,Facturation incorrecte,97
1279,2726,2024-10-18,Mauvaise couverture réseau,99
1280,2718,2024-07-11,Mauvaise couverture réseau,76
1281,4870,2024-02-20,Autre,82
1282,1628,2024-09-19,Mauvaise couverture réseau,68
1283,2500,2024-10-31,Autre,98
1284,454,2024-05-30,Problème de service client,60
1285,2490,2024-04-07,Facturation incorrecte,100
1286,2273,2024-01-01,Problème de service client,65
1287,1965,2024-04-22,Problème de service client,95
1288,3163,2024-11-11,Mauvaise couverture réseau,83
1289,225,2024-02-05,Mauvaise couverture réseau,78
1290,2657,2024-10-20,Problème de service client,99
1291,2194,2024-04-02,Mauvaise couverture réseau,77
1292,4465,2024-09-07,Mauvaise couverture réseau,69
1293,2180,2024-11-22,Facturation incorrecte,85
1294,2825,2024-08-02,Facturation incorrecte,73
1295,3687,2024-06-16,Facturation incorrecte,66
1296,2131,2024-07-08,Autre,88
1297,1329,2024-02-06,Facturation incorrecte,83
1298,3188,2024-02-10,Problème de service client,97
1299,4274,2024-01-24,Mauvaise couverture réseau,88
1300,1068,2024-11-12,Problème de service client,68
1301,4854,2024-07-08,Mauvaise couverture réseau,70
1302,1174,2024-07-01,Facturation incorrecte,62
1303,4845,2024-02-02,Mauvaise couverture réseau,92
1304,3031,2024-02-18,Mauvaise couverture réseau,86
1305,3126,2024-04-18,Problème de service client,97
1306,2469,2024-11-28,Facturation incorrecte,95
1307,3770,2024-09-02,Mauvaise couverture réseau,77
1308,1497,2024-07-24,Facturation incorrecte,87
1309,1877,2024-03-04,Mauvaise couverture réseau,97
1310,2431,2024-07-09,Facturation incorrecte,72
1311,2863,2024-08-01,Problème de service client,77
1312,1239,2024-07-03,Facturation incorrecte,72
1313,3292,2024-02-13,Facturation incorrecte,69
1314,3186,2024-06-09,Autre,97
1315,2567,2024-11-03,Mauvaise couverture réseau,63
1316,3914,2024-11-17,Facturation incorrecte,70
1317,3678,2024-11-29,Autre,80
1318,4197,2024-11-14,Autre,90
1319,1781,2024-02-21,Facturation incorrecte,68
1320,2751,2024-08-19,Mauvaise couverture réseau,72
1321,3421,2024-08-01,Mauvaise couverture réseau,89
1322,413,2024-06-20,Problème de service client,65
1323,3793,2024-03-11,Problème de service client,84
1324,2523,2024-09-13,Problème de service client,63
1325,2807,2024-11-16,Problème de service client,72
1326,3896,2024-09-07,Mauvaise couverture réseau,86
1327,4765,2024-07-14,Problème de service client,76
1328,2529,2024-04-27,Mauvaise couverture réseau,82
1329,1077,2024-01-11,Facturation incorrecte,73
1330,870,2024-05-29,Mauvaise couverture réseau,76
1331,1131,2024-07-08,Autre,96
1332,3830,2024-03-29,Mauvaise couverture réseau,74
1333,4530,2024-12-02,Mauvaise couverture réseau,73
1334,1124,2024-02-26,Problème de service client,95
1335,1641,2024-07-18,Mauvaise couverture réseau,61
1336,2257,2024-04-03,Problème de service client,80
1337,3058,2024-07-19,Mauvaise couverture réseau,89
1338,4495,2024-10-23,Autre,64
1339,2091,2024-02-05,Problème de service client,85
1340,2906,2024-11-22,Mauvaise couverture réseau,94
1341,1148,2024-01-15,Facturation incorrecte,60
1342,2655,2024-09-03,Mauvaise couverture réseau,82
1343,4006,2024-05-31,Facturation incorrecte,89
1344,1921,2024-05-23,Problème de service client,68
1345,4658,2024-06-07,Mauvaise couverture réseau,62
1346,1747,2024-11-03,Problème de service client,79
1347,4103,2024-02-28,Autre,69
1348,3844,2024-05-11,Problème de service client,80
1349,764,2024-09-12,Facturation incorrecte,81
1350,4037,2024-02-26,Mauvaise couverture réseau,76
1351,4484,2024-01-05,Autre,92
1352,4762,2024-11-19,Mauvaise couverture réseau,82
1353,220,2024-03-29,Problème de service client,75
1354,1884,2024-04-21,Mauvaise couverture réseau,64
1355,2148,2024-11-27,Facturation incorrecte,73
1356,3574,2024-08-17,Facturation incorrecte,75
1357,4078,2024-01-26,Facturation incorrecte,100
1358,4425,2024-10-30,Problème de service client,80
1359,3477,2024-07-09,Mauvaise couverture réseau,96
1360,3077,2024-04-11,Mauvaise couverture réseau,92
1361,32,2024-03-27,Facturation incorrecte,100
1362,4772,2024-04-18,Autre,73
1363,2207,2024-03-26,Problème de service client,94
1364,2371,2024-11-22,Autre,83
1365,1761,2024-11-28,Problème de service client,78
1366,4505,2024-02-28,Problème de service client,89
1367,2789,2024-05-01,Mauvaise couverture réseau,87
1368,2224,2024-05-16,Autre,70
1369,242,2024-02-04,Mauvaise couverture réseau,96
1370,1643,2024-07-29,Problème de service client,72
1371,3881,2024-08-12,Facturation incorrecte,84
1372,206,2024-05-05,Problème de service client,97
1373,72,2024-11-14,Mauvaise couverture réseau,86
1374,3746,2024-03-29,Autre,83
1375,3799,2024-11-22,Autre,74
1376,4165,2024-09-24,Autre,83
1377,78,2024-01-07,Autre,74
1378,66,2024-11-14,Mauvaise couverture réseau,96
1379,4025,2024-07-10,Facturation incorrecte,85
1380,3587,2024-06-03,Mauvaise couverture réseau,94
1381,2479,2024-01-09,Mauvaise couverture réseau,95
1382,1087,2024-12-08,Mauvaise couverture réseau,85
1383,3178,2024-11-26,Problème de service client,91
1384,2796,2024-10-23,Mauvaise couverture réseau,67
1385,1030,2024-11-01,Autre,74
1386,2364,2024-02-03,Problème de service client,61
1387,37,2024-07-09,Mauvaise couverture réseau,79
1388,2636,2024-11-05,Mauvaise couverture réseau,60
1389,2319,2024-10-26,Autre,96
1390,3702,2024-10-22,Facturation incorrecte,95
1391,4136,2024-12-11,Problème de service client,65
1392,4783,2024-11-03,Problème de service client,73
1393,564,2024-05-15,Problème de service client,92
1394,2627,2024-04-29,Mauvaise couverture réseau,98
1395,3101,2024-03-15,Problème de service client,89
1396,3633,2024-02-15,Problème de service client,95
1397,1229,2024-11-13,Problème de service client,67
1398,1284,2024-11-03,Autre,89
1399,4417,2024-02-09,Problème de service client,66
1400,2684,2024-02-22,Autre,74
1401,724,2024-06-05,Problème de service client,71
1402,234,2024-04-20,Problème de service client,61
1403,3959,2024-03-24,Mauvaise couverture réseau,100
1404,2610,2024-05-05,Facturation incorrecte,62
1405,4003,2024-07-19,Autre,98
1406,785,2024-10-10,Mauvaise couverture réseau,64
1407,4316,2024-11-19,Facturation incorrecte,74
1408,2048,2024-09-07,Autre,87
1409,3627,2024-10-28,Facturation incorrecte,97
1410,2261,2024-08-20,Mauvaise couverture réseau,72
1411,1139,2024-04-13,Mauvaise couverture réseau,64
1412,1519,2024-12-09,Mauvaise couverture réseau,90
1413,431,2024-09-28,Mauvaise couverture réseau,95
1414,850,2024-11-20,Problème de service client,70
1415,4978,2024-02-08,Autre,64
1416,1482,2024-01-19,Facturation incorrecte,91
1417,2563,2024-10-24,Problème de service client,61
1418,3754,2024-10-25,Facturation incorrecte,67
1419,1706,2024-06-05,Problème de service client,91
1420,3909,2024-09-19,Problème de service client,92
1421,379,2024-07-14,Autre,91
1422,1867,2024-07-26,Facturation incorrecte,88
1423,2693,2024-04-11,Mauvaise couverture réseau,96
1424,1933,2024-11-01,Autre,86
1425,1338,2024-11-16,Autre,88
1426,2427,2024-05-23,Autre,62
1427,905,2024-06-23,Autre,100
1428,953,2024-01-24,Problème de service client,99
1429,3729,2024-08-10,Autre,62
1430,4556,2024-11-07,Facturation incorrecte,79
1431,4151,2024-05-06,Autre,70
1432,3890,2024-08-20,Mauvaise couverture réseau,79
1433,761,2024-04-30,Problème de service client,68
1434,2052,2024-06-18,Mauvaise couverture réseau,82
1435,4789,2024-08-29,Problème de service client,83
1436,1094,2024-01-04,Autre,96
1437,1486,2024-07-14,Problème de service client,71
1438,4804,2024-06-29,Problème de service client,93
1439,4276,2024-03-16,Facturation incorrecte,91
1440,4281,2024-03-03,Mauvaise couverture réseau,89
1441,1064,2024-08-18,Autre,86
1442,502,2024-01-18,Facturation incorrecte,91
1443,1321,2024-12-05,Problème de service client,85
1444,520,2024-10-19,Problème de service client,88
1445,4356,2024-06-09,Autre,98
1446,2391,2024-08-01,Facturation incorrecte,95
1447,313,2024-11-11,Autre,91
1448,1636,2024-07-26,Mauvaise couverture réseau,79
1449,1360,2024-02-14,Autre,92
1450,2791,2024-07-19,Autre,63
1451,4420,2024-08-10,Problème de service client,100
1452,2751,2024-05-29,Problème de service client,85
1453,3198,2024-11-27,Autre,84
1454,3448,2024-10-25,Problème de service client,64
1455,2662,2024-04-26,Facturation incorrecte,64
1456,3754,2024-11-19,Autre,88
1457,3079,2024-10-15,Facturation incorrecte,79
1458,693,2024-07-21,Problème de service client,98
1459,3671,2024-11-13,Autre,90
1460,2650,2024-02-08,Problème de service client,79
1461,398,2024-01-09,Problème de service client,73
1462,4890,2024-07-07,Mauvaise couverture réseau,78
1463,3759,2024-07-16,Facturation incorrecte,79
1464,4405,2024-05-17,Problème de service client,80
1465,2995,2024-03-05,Autre,86
1466,3219,2024-09-04,Mauvaise couverture réseau,64
1467,2253,2024-07-18,Mauvaise couverture réseau,87
1468,2923,2024-04-01,Problème de service client,66
1469,4606,2024-07-02,Problème de service client,79
1470,1772,2024-09-16,Autre,79
1471,268,2024-02-17,Autre,65
1472,3142,2024-11-06,Autre,60
1473,2948,2024-02-24,Problème de service client,67
1474,2504,2024-03-14,Problème de service client,71
1475,4231,2024-07-28,Facturation incorrecte,97
1476,4909,2024-01-30,Facturation incorrecte,77
1477,4753,2024-08-11,Problème de service client,89
1478,1869,2024-09-04,Facturation incorrecte,92
1479,3409,2024-04-09,Mauvaise couverture réseau,94
1480,4244,2024-06-27,Autre,68
1481,105,2024-07-12,Problème de service client,89
1482,363,2024-07-22,Autre,76
1483,1552,2024-11-19,Problème de service client,68
1484,2708,2024-07-04,Mauvaise couverture réseau,67
1485,4591,2024-04-09,Facturation incorrecte,61
1486,1953,2024-01-19,Facturation incorrecte,78
1487,603,2024-07-18,Facturation incorrecte,80
1488,1807,2024-11-23,Autre,70
1489,1707,2024-03-07,Mauvaise couverture réseau,89
1490,3874,2024-02-10,Mauvaise couverture réseau,74
1491,3414,2024-02-05,Problème de service client,89
1492,214,2024-02-24,Facturation incorrecte,74
1493,4257,2024-03-23,Facturation incorrecte,82
1494,85,2024-09-25,Problème de service client,78
1495,4963,2024-01-29,Facturation incorrecte,70
1496,1527,2024-12-04,Mauvaise couverture réseau,78
1497,3729,2024-02-03,Mauvaise couverture réseau,72
1498,262,2024-10-07,Autre,63
1499,3426,2024-08-29,Problème de service client,77
1500,168,2024-05-12,Problème de service client,85
1501,473,2024-06-02,Facturation incorrecte,71
1502,2466,2024-08-21,Autre,79
1503,4865,2024-10-05,Facturation incorrecte,79
1504,4590,2024-12-15,Problème de service client,68
1505,4448,2024-05-27,Autre,81
1506,4637,2024-07-24,Autre,83
1507,559,2024-11-11,Facturation incorrecte,67
1508,983,2024-09-15,Problème de service client,89
1509,522,2024-07-12,Mauvaise couverture réseau,92
1510,1430,2024-08-05,Mauvaise couverture réseau,70
1511,3066,2024-03-06,Problème de service client,68
1512,1931,2024-08-17,Facturation incorrecte,97
1513,1655,2024-08-02,Problème de service client,84
1514,2748,2024-11-03,Problème de service client,80
1515,886,2024-11-01,Mauvaise couverture réseau,88
1516,4050,2024-10-23,Problème de service client,100
1517,968,2024-03-06,Problème de service client,65
1518,1691,2024-10-13,Autre,100
1519,3061,2024-10-31,Mauvaise couverture réseau,99
1520,2205,2024-02-14,Autre,81
1521,64,2024-07-22,Autre,76
1522,4488,2024-06-06,Autre,89
1523,3365,2024-11-10,Autre,70
1524,4322,2024-10-02,Mauvaise couverture réseau,93
1525,846,2024-01-23,Mauvaise couverture réseau,87
1526,1410,2024-04-14,Mauvaise couverture réseau,65
1527,1300,2024-12-16,Autre,62
1528,1650,2024-06-21,Problème de service client,83
1529,2323,2024-09-16,Problème de service client,74
1530,2569,2024-01-15,Problème de service client,82
1531,940,2024-11-18,Facturation incorrecte,94
1532,910,2024-02-17,Autre,68
1533,627,2024-08-15,Problème de service client,80
1534,920,2024-05-07,Facturation incorrecte,80
1535,3149,2024-08-22,Problème de service client,100
1536,4711,2024-04-09,Facturation incorrecte,65
1537,1546,2024-01-05,Mauvaise couverture réseau,87
1538,4552,2024-07-05,Autre,88
1539,1319,2024-01-02,Autre,91
1540,4084,2024-03-27,Problème de service client,71
1541,4671,2024-09-20,Autre,86
1542,1055,2024-04-18,Mauvaise couverture réseau,90
1543,4611,2024-07-12,Mauvaise couverture réseau,82
1544,2311,2024-06-08,Mauvaise couverture réseau,67
1545,3061,2024-06-19,Facturation incorrecte,97
1546,4497,2024-06-24,Facturation incorrecte,81
1547,3881,2024-05-18,Facturation incorrecte,77
1548,363,2024-03-29,Mauvaise couverture réseau,60
1549,2815,2024-12-02,Mauvaise couverture réseau,76
1550,906,2024-08-25,Facturation incorrecte,66
1551,3365,2024-10-31,Problème de service client,60
1552,2359,2024-05-15,Mauvaise couverture réseau,80
1553,2804,2024-05-04,Autre,97
1554,4774,2024-09-05,Facturation incorrecte,95
1555,3810,2024-08-07,Mauvaise couverture réseau,94
1556,2554,2024-03-31,Mauvaise couverture réseau,95
1557,1379,2024-09-09,Autre,72
1558,4140,2024-04-10,Mauvaise couverture réseau,87
1559,4055,2024-07-31,Facturation incorrecte,95
1560,3130,2024-04-10,Mauvaise couverture réseau,65
1561,4668,2024-11-22,Mauvaise couverture réseau,79
1562,3558,2024-02-13,Facturation incorrecte,91
1563,3971,2024-05-26,Facturation incorrecte,91
1564,2525,2024-04-16,Autre,94
1565,3915,2024-06-14,Problème de service client,93
1566,1480,2024-12-10,Autre,60
1567,2562,2024-07-16,Mauvaise couverture réseau,72
1568,668,2024-06-17,Facturation incorrecte,97
1569,2972,2024-02-11,Facturation incorrecte,78
1570,4669,2024-07-07,Facturation incorrecte,79
1571,3512,2024-07-24,Mauvaise couverture réseau,77
1572,1920,2024-04-03,Problème de service client,72
1573,1829,2024-08-30,Facturation incorrecte,64
1574,3325,2024-03-07,Problème de service client,68
1575,500,2024-04-06,Autre,97
1576,2764,2024-01-13,Problème de service client,69
1577,3486,2024-02-17,Facturation incorrecte,68
1578,3891,2024-01-24,Mauvaise couverture réseau,87
1579,923,2024-08-18,Facturation incorrecte,76
1580,2843,2024-08-09,Problème de service client,66
1581,1344,2024-08-08,Problème de service client,73
1582,4578,2024-07-23,Mauvaise couverture réseau,85
1583,4860,2024-10-23,Mauvaise couverture réseau,99
1584,538,2024-10-28,Facturation incorrecte,81
1585,3219,2024-06-08,Problème de service client,80
1586,1308,2024-05-23,Facturation incorrecte,66
1587,3177,2024-10-03,Autre,97
1588,1528,2024-11-29,Autre,99
1589,538,2024-06-03,Autre,80
1590,1684,2024-03-22,Facturation incorrecte,65
1591,2546,2024-02-01,Problème de service client,70
1592,2166,2024-04-05,Facturation incorrecte,85
1593,3128,2024-06-13,Mauvaise couverture réseau,100
1594,2840,2024-01-28,Mauvaise couverture réseau,61
1595,3606,2024-04-02,Facturation incorrecte,68
1596,2868,2024-04-15,Problème de service client,72
1597,1353,2024-06-25,Autre,95
1598,2070,2024-04-05,Facturation incorrecte,64
1599,3112,2024-02-05,Mauvaise couverture réseau,86
1600,2045,2024-05-16,Problème de service client,62
1601,2655,2024-05-13,Autre,69
1602,1582,2024-07-11,Autre,77
1603,801,2024-06-30,Mauvaise couverture réseau,83
1604,3232,2024-11-27,Facturation incorrecte,82
1605,3788,2024-04-13,Autre,61
1606,4328,2024-08-06,Problème de service client,95
1607,3003,2024-06-26,Facturation incorrecte,95
1608,3484,2024-04-10,Problème de service client,61
1609,3081,2024-09-28,Mauvaise couverture réseau,66
1610,3334,2024-08-04,Autre,71
1611,1059,2024-05-04,Problème de service client,75
1612,116,2024-02-17,Mauvaise couverture réseau,71
1613,2934,2024-03-05,Autre,80
1614,1898,2024-07-21,Problème de service client,82
1615,3266,2024-03-30,Mauvaise couverture réseau,79
1616,3834,2024-10-08,Mauvaise couverture réseau,87
1617,4404,2024-03-14,Mauvaise couverture réseau,79
1618,4430,2024-08-19,Problème de service client,79
1619,75,2024-05-20,Mauvaise couverture réseau,77
1620,516,2024-05-06,Mauvaise couverture réseau,72
1621,95,2024-11-23,Mauvaise couverture réseau,66
1622,1647,2024-01-13,Autre,97
1623,2960,2024-02-07,Facturation incorrecte,95
1624,925,2024-06-08,Facturation incorrecte,69
1625,1841,2024-08-02,Autre,89
1626,2200,2024-08-17,Problème de service client,92
1627,4376,2024-04-10,Problème de service client,65
1628,2799,2024-10-30,Mauvaise couverture réseau,63
1629,721,2024-07-05,Facturation incorrecte,95
1630,624,2024-06-03,Problème de service client,85
1631,4898,2024-01-21,Autre,75
1632,2492,2024-12-02,Facturation incorrecte,68
1633,3478,2024-11-20,Autre,80
1634,2686,2024-04-14,Autre,74
1635,2028,2024-08-03,Facturation incorrecte,71
1636,2660,2024-04-04,Facturation incorrecte,97
1637,540,2024-10-15,Problème de service client,85
1638,1605,2024-10-23,Autre,67
